NHab,S2H,S3H,S52H,PreuHab,diaAño,weather,temp,mes,diaSemana,findes,idhotel_DON,idhotel_MME,idhotel_PAV,idhotel_SAL,idhotel_TAU,idhotel_TOS,idcliente_OL_MEDITERRANEO,idcliente_Otros,idcliente_TUI_UK_LTD,idtipohab_FAM,idtipohab_IND,idtipohab_PREM,idtipohab_SUI,idregimen_MP,idregimen_PC,idregimen_TI,idsegmento_VACAC,id_canal_DIRECTO,id_canal_GRUPOS,id_canal_ONLINE,id_canal_TTOO,idpais_cliente_EAU,idpais_cliente_EE,idpais_cliente_ES,idpais_cliente_GB,idpais_cliente_IS,idpais_cliente_OE,temporada_baja,holiday_No festiu,fechaocupacion
1,0,0,0,59.363636,244,1,29.0,8,6,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
2,9,15,21,96.161262,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
36,40,38,9,71.328356,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-31
2,5,5,3,60.18181800000001,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
8,9,11,3,64.613636,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-31
16,28,31,9,93.648753,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
4,4,4,0,59.909091,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-31
9,7,6,0,94.616162,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-31
2,2,3,0,106.127273,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-31
5,15,17,5,139.16271,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
28,27,25,3,164.238312,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-31
75,81,80,8,106.03021,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-31
0,2,2,0,45.497433,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
1,2,2,0,56.545455,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
0,1,1,0,70.181818,244,1,29.0,8,6,3,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
4,3,5,0,123.56363600000002,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
23,20,22,0,100.297124,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
17,12,14,1,118.758823,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
3,5,1,0,146.58393600000005,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
2,0,0,0,153.49090900000004,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
8,7,6,0,164.647727,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
1,1,1,0,106.363636,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
2,1,1,0,133.09091,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
19,11,11,0,132.58148400000002,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
2,2,2,0,222.218181,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
1,2,2,0,134.61263799999998,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
6,5,5,0,207.946969,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
6,5,4,0,199.090908,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
6,6,6,0,201.575757,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
1,1,1,0,145.709092,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
1,0,0,0,116.072728,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
0,3,3,0,146.472728,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
15,15,15,0,81.933842,244,1,29.0,8,6,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
6,6,6,0,129.93676200000002,244,1,29.0,8,6,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
1,1,1,0,298.548365,244,1,29.0,8,6,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
5,5,4,0,100.167491,244,1,29.0,8,6,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
0,1,1,0,259.307455,244,1,29.0,8,6,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
11,11,12,0,76.55274399999998,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
3,3,3,0,83.254545,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
25,24,24,0,84.725163,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
34,45,47,0,73.109764,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
2,2,2,0,88.0,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
4,1,1,0,79.540909,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-31
3,3,3,0,85.70303,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-31
1,1,0,0,125.81818,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019-08-31
3,2,2,0,160.230302,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-31
9,9,9,0,151.910101,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
9,9,9,0,126.596969,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
4,5,5,0,131.474999,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-31
9,9,9,0,84.743434,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-31
2,2,2,0,101.845455,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-31
1,1,1,0,66.90909,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
3,3,3,0,153.19272800000005,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-31
4,4,4,0,123.993182,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
1,0,0,0,210.90909,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
0,0,0,0,175.072726,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-31
2,2,2,0,204.077273,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-31
0,0,0,0,95.272728,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-31
1,1,1,0,102.99091,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
1,0,0,0,199.818183,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
1,1,1,0,42.909091,244,1,29.0,8,6,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
2,1,1,0,238.58181800000003,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
1,1,1,0,59.636364,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
66,71,80,31,73.814982,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
5,5,5,0,73.77381700000002,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
48,56,59,38,115.87698600000002,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
2,2,3,3,132.374998,244,1,29.0,8,6,3,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
3,4,4,0,100.99394,244,1,29.0,8,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
33,45,53,6,75.648094,244,1,29.0,8,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
47,57,59,17,84.132688,244,1,29.0,8,6,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
3,3,3,2,57.990909,244,1,29.0,8,6,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
82,99,110,26,131.70865,244,1,29.0,8,6,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
12,18,19,3,147.672728,244,1,29.0,8,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-31
9,8,9,0,214.055275,245,3,27.0,9,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
6,7,7,1,203.250022,245,3,27.0,9,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
1,0,0,0,160.34545400000005,245,3,27.0,9,7,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-09-01
17,17,20,2,121.582352,245,3,27.0,9,7,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
1,1,2,3,402.43768,245,3,27.0,9,7,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
2,2,2,0,160.636363,245,3,27.0,9,7,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
2,2,2,0,173.795454,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
3,2,2,0,126.981817,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
26,28,26,1,124.584437,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
32,31,36,2,142.050568,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
3,3,3,0,156.70909,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
1,1,1,0,243.336362,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
5,2,2,0,196.018182,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
26,26,25,0,92.30495,245,1,27.0,9,7,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
7,7,6,0,90.92091,245,1,27.0,9,7,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
1,1,1,0,328.090906,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
1,0,1,0,161.454546,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
2,2,2,0,90.868181,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
11,9,9,0,91.749587,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-09-01
25,25,25,0,97.338545,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-09-01
24,23,22,0,96.590621,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
5,5,5,0,145.403001,245,1,27.0,9,7,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
2,2,3,0,172.438638,245,1,27.0,9,7,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
1,1,1,0,71.9,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-09-01
1,1,1,0,122.86363500000002,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
4,4,4,0,102.897727,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-09-01
4,4,4,6,147.026108,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
2,2,2,0,167.409091,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-09-01
2,2,1,0,161.059091,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-09-01
21,21,25,0,68.218055,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
9,8,6,0,101.511111,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-09-01
2,2,2,0,87.3,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
1,1,1,0,126.590909,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
23,24,24,3,65.80592800000001,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-09-01
2,2,2,0,62.0,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-09-01
7,7,11,22,102.476237,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
51,54,57,14,103.809038,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-09-01
3,3,3,0,189.196969,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
0,0,0,0,180.114638,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
3,3,3,0,150.012122,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-09-01
2,2,2,0,163.09545400000005,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
1,1,1,0,92.181818,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
1,1,1,0,164.71818100000004,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2019-09-01
1,1,1,0,175.072726,245,1,27.0,9,7,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
5,5,5,9,62.0,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
1,1,1,0,115.227273,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-09-01
9,9,10,1,155.28181899999996,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-09-01
1,1,1,0,124.445454,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
0,1,1,0,175.127273,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-09-01
0,0,0,1,194.730075,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
3,3,4,4,144.954546,245,1,27.0,9,7,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
12,10,10,0,112.871212,245,1,27.0,9,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
1,0,0,0,124.363636,245,1,27.0,9,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
19,16,16,0,123.896056,245,1,27.0,9,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
11,12,12,0,76.550205,245,1,27.0,9,7,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
1,1,1,0,155.936362,245,1,27.0,9,7,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
4,2,2,0,129.077272,245,1,27.0,9,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-09-01
2,2,2,0,82.081818,245,1,27.0,9,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
2,1,1,0,97.75,245,1,27.0,9,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-09-01
13,12,12,0,83.876573,245,1,27.0,9,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
6,5,3,0,101.925758,245,1,27.0,9,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
1,1,1,0,131.454544,245,1,27.0,9,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
4,4,4,0,65.981818,245,1,27.0,9,7,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
7,7,6,0,134.574026,245,1,27.0,9,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
32,34,34,2,100.524148,245,1,27.0,9,7,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
6,6,6,0,111.707575,245,1,27.0,9,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-09-01
2,2,2,0,76.90909,245,1,27.0,9,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
16,16,17,0,159.022727,245,1,27.0,9,7,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-09-01
4,4,4,0,139.981818,245,3,27.0,9,7,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
0,0,0,0,161.454546,245,3,27.0,9,7,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
4,3,3,0,69.89027800000001,245,3,27.0,9,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
28,28,32,0,117.941393,245,3,27.0,9,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
19,18,18,0,145.303014,245,3,27.0,9,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
6,5,6,0,173.181818,245,3,27.0,9,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-09-01
